node_id,timestamp,packet_count,battery_level,error_rate,signal_strength,transmission_delay,status,anomaly_score,is_anomaly,explanation
Node_1,2026-05-21 08:41:33,27,63.61,0.017,-63.8,12.6,normal,-0.1852,False,
Node_5,2026-05-21 08:41:33,19,78.72,0.062,-49.4,22.5,normal,-0.1706,False,
Node_10,2026-05-21 08:41:53,37,81.45,0.034,-49.0,8.5,normal,-0.1666,False,
Node_9,2026-05-21 08:41:53,24,57.15,0.018,-56.7,19.7,normal,-0.1897,False,
Node_8,2026-05-21 08:41:53,21,67.91,0.069,-47.7,6.7,normal,-0.1723,False,
Node_6,2026-05-21 08:41:53,5,36.26,0.609,-77.5,226.8,node_failure,0.0194,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:41:53,32,78.67,0.046,-62.0,19.1,normal,-0.1888,False,
Node_4,2026-05-21 08:41:53,28,77.06,0.023,-56.4,24.3,normal,-0.1774,False,
Node_3,2026-05-21 08:41:53,337,75.32,0.122,-61.5,30.6,suspicious_activity,0.0445,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:41:53,16,68.87,0.046,-48.7,10.9,normal,-0.1715,False,
Node_1,2026-05-21 08:41:53,36,63.37,0.06,-46.9,10.8,normal,-0.1805,False,
Node_9,2026-05-21 08:42:13,8,57.01,0.257,-50.8,200.4,packet_loss,-0.007,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:42:13,40,67.81,0.026,-59.2,22.3,normal,-0.1824,False,
Node_6,2026-05-21 08:42:13,35,56.16,0.047,-64.0,8.6,normal,-0.187,False,
Node_5,2026-05-21 08:42:13,25,12.87,0.03,-73.9,41.9,energy_drop,-0.0354,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_10,2026-05-21 08:42:13,21,81.25,0.03,-46.9,8.7,normal,-0.158,False,
Node_3,2026-05-21 08:42:13,204,75.22,0.065,-59.1,11.7,suspicious_activity,-0.0509,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:42:13,16,68.62,0.697,-66.7,64.7,communication_error,-0.0179,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:42:13,45,63.13,0.028,-46.2,24.3,normal,-0.1283,False,
Node_4,2026-05-21 08:42:13,27,76.9,0.054,-50.7,5.1,normal,-0.1677,False,
Node_9,2026-05-21 08:42:33,41,56.82,0.065,-58.7,13.8,normal,-0.1968,False,
Node_8,2026-05-21 08:42:33,21,67.69,0.036,-57.3,12.8,normal,-0.1992,False,
Node_6,2026-05-21 08:42:33,45,55.97,0.017,-45.5,11.9,normal,-0.1178,False,
Node_5,2026-05-21 08:42:33,34,78.46,0.043,-57.7,14.4,normal,-0.19,False,
Node_10,2026-05-21 08:42:33,37,81.11,0.028,-45.9,19.6,normal,-0.1486,False,
Node_3,2026-05-21 08:42:33,344,75.04,0.088,-73.2,11.4,suspicious_activity,0.051,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:42:33,28,68.43,0.029,-55.3,5.4,normal,-0.1763,False,
Node_1,2026-05-21 08:42:33,29,62.89,0.038,-47.5,7.4,normal,-0.1775,False,
Node_4,2026-05-21 08:42:33,28,76.69,0.01,-46.1,6.6,normal,-0.121,False,
Node_10,2026-05-21 08:42:53,41,80.88,0.023,-55.6,20.2,normal,-0.1711,False,
Node_9,2026-05-21 08:42:53,15,56.59,0.068,-55.9,17.5,normal,-0.1786,False,
Node_8,2026-05-21 08:42:53,29,67.46,0.064,-57.0,6.9,normal,-0.1876,False,
Node_6,2026-05-21 08:42:53,4,19.92,0.917,-60.5,270.1,node_failure,0.0482,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:42:53,15,12.31,0.037,-64.7,48.1,energy_drop,-0.0741,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_3,2026-05-21 08:42:53,32,74.82,0.078,-46.6,22.5,normal,-0.157,False,
Node_2,2026-05-21 08:42:53,13,68.29,0.592,-74.7,54.6,communication_error,-0.0142,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:42:53,20,62.8,0.051,-56.6,21.9,normal,-0.2029,False,
Node_4,2026-05-21 08:42:53,33,76.45,0.074,-48.9,24.8,normal,-0.1697,False,
Node_10,2026-05-21 08:43:13,38,80.78,0.049,-50.6,20.9,normal,-0.1842,False,
Node_9,2026-05-21 08:43:13,16,56.38,0.047,-59.3,9.6,normal,-0.1812,False,
Node_8,2026-05-21 08:43:13,24,67.3,0.037,-50.7,18.4,normal,-0.2044,False,
Node_5,2026-05-21 08:43:13,21,7.74,0.083,-62.0,37.6,energy_drop,-0.0867,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_6,2026-05-21 08:43:13,28,55.66,0.014,-63.2,12.2,normal,-0.1842,False,
Node_3,2026-05-21 08:43:13,287,74.65,0.052,-63.6,35.6,suspicious_activity,0.0133,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:43:13,11,68.16,0.655,-72.3,53.5,communication_error,-0.0032,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:43:13,42,62.71,0.08,-55.0,12.1,normal,-0.1788,False,
Node_4,2026-05-21 08:43:13,40,76.25,0.046,-60.1,10.7,normal,-0.1781,False,
Node_10,2026-05-21 08:43:33,44,80.53,0.031,-64.5,22.3,normal,-0.1524,False,
Node_9,2026-05-21 08:43:33,30,56.16,0.027,-46.6,14.2,normal,-0.1797,False,
Node_8,2026-05-21 08:43:33,23,67.17,0.069,-58.6,17.2,normal,-0.2091,False,
Node_6,2026-05-21 08:43:33,4,24.75,0.929,-57.4,281.9,node_failure,0.0518,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:43:33,42,78.1,0.022,-62.6,5.8,normal,-0.1366,False,
Node_4,2026-05-21 08:43:33,28,76.01,0.077,-51.7,9.8,normal,-0.1834,False,
Node_3,2026-05-21 08:43:33,22,74.4,0.025,-47.0,24.2,normal,-0.159,False,
Node_2,2026-05-21 08:43:33,31,67.97,0.045,-60.2,16.3,normal,-0.2013,False,
Node_1,2026-05-21 08:43:33,23,62.49,0.063,-53.0,7.3,normal,-0.1903,False,
Node_10,2026-05-21 08:43:53,16,80.44,0.015,-62.3,10.3,normal,-0.1437,False,
Node_9,2026-05-21 08:43:53,20,55.95,0.205,-69.3,228.0,packet_loss,-0.024,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:43:53,26,67.07,0.052,-63.6,6.7,normal,-0.1826,False,
Node_6,2026-05-21 08:43:53,2,12.79,0.816,-75.8,263.4,node_failure,0.0472,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:43:53,17,77.9,0.035,-57.9,23.4,normal,-0.1659,False,
Node_4,2026-05-21 08:43:53,39,75.93,0.058,-52.3,11.0,normal,-0.1845,False,
Node_3,2026-05-21 08:43:53,208,74.26,0.116,-68.0,13.7,suspicious_activity,0.0158,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:43:53,20,67.85,0.54,-57.0,56.3,communication_error,-0.0574,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:43:53,15,62.43,0.046,-45.3,6.1,normal,-0.1232,False,
Node_10,2026-05-21 08:44:13,28,80.32,0.074,-46.0,16.8,normal,-0.1507,False,
Node_9,2026-05-21 08:44:13,11,55.75,0.307,-61.4,244.4,packet_loss,-0.0194,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:44:13,39,66.96,0.028,-53.0,10.8,normal,-0.1841,False,
Node_6,2026-05-21 08:44:13,2,37.26,0.665,-51.5,304.2,node_failure,0.0383,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:44:13,13,7.13,0.059,-62.6,15.3,energy_drop,-0.0753,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:44:13,44,75.78,0.077,-57.1,12.5,normal,-0.1666,False,
Node_3,2026-05-21 08:44:13,256,74.12,0.128,-57.5,27.6,suspicious_activity,-0.0072,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:44:13,22,67.62,0.061,-63.0,21.0,normal,-0.1988,False,
Node_1,2026-05-21 08:44:13,32,62.34,0.052,-61.4,7.6,normal,-0.1937,False,
Node_9,2026-05-21 08:44:33,30,55.63,0.073,-46.2,23.7,normal,-0.168,False,
Node_8,2026-05-21 08:44:33,42,66.89,0.073,-60.5,12.6,normal,-0.1818,False,
Node_6,2026-05-21 08:44:33,2,29.38,0.698,-59.8,294.1,node_failure,0.0172,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:44:33,25,8.07,0.021,-63.0,39.3,energy_drop,-0.0859,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_10,2026-05-21 08:44:33,35,80.23,0.037,-57.2,12.2,normal,-0.1861,False,
Node_3,2026-05-21 08:44:33,29,74.05,0.017,-61.5,23.0,normal,-0.1764,False,
Node_2,2026-05-21 08:44:33,32,67.55,0.428,-57.9,66.8,communication_error,-0.0575,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:44:33,34,62.11,0.014,-51.5,12.0,normal,-0.1841,False,
Node_4,2026-05-21 08:44:33,35,75.62,0.072,-46.1,12.6,normal,-0.1513,False,
Node_10,2026-05-21 08:44:53,30,80.15,0.01,-50.4,24.8,normal,-0.1536,False,
Node_9,2026-05-21 08:44:53,11,55.48,0.225,-70.6,266.2,packet_loss,-0.0088,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:44:53,39,66.74,0.061,-64.9,21.5,normal,-0.1768,False,
Node_6,2026-05-21 08:44:53,3,21.21,0.655,-57.4,475.7,node_failure,0.0705,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:44:53,10,13.61,0.022,-51.7,16.7,energy_drop,-0.0661,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:44:53,21,75.47,0.06,-60.6,18.8,normal,-0.1895,False,
Node_3,2026-05-21 08:44:53,18,73.94,0.069,-62.0,15.2,normal,-0.1813,False,
Node_2,2026-05-21 08:44:53,44,67.31,0.029,-57.9,10.6,normal,-0.1865,False,
Node_1,2026-05-21 08:44:53,30,61.87,0.045,-61.1,17.7,normal,-0.2045,False,
Node_9,2026-05-21 08:45:13,41,55.4,0.068,-60.9,13.1,normal,-0.1896,False,
Node_8,2026-05-21 08:45:13,20,66.67,0.03,-64.0,21.4,normal,-0.1918,False,
Node_6,2026-05-21 08:45:13,21,54.67,0.064,-48.7,20.5,normal,-0.195,False,
Node_5,2026-05-21 08:45:13,25,5.03,0.042,-58.4,38.2,energy_drop,-0.078,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_10,2026-05-21 08:45:13,27,79.96,0.076,-56.1,16.7,normal,-0.1833,False,
Node_3,2026-05-21 08:45:13,226,73.73,0.073,-76.6,10.1,suspicious_activity,0.0202,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:45:13,31,67.19,0.623,-77.0,50.7,communication_error,-0.0001,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:45:13,31,61.77,0.022,-55.0,16.2,normal,-0.1953,False,
Node_4,2026-05-21 08:45:13,27,75.22,0.015,-55.5,24.3,normal,-0.1698,False,
Node_9,2026-05-21 08:45:33,25,55.27,0.015,-46.3,8.9,normal,-0.1526,False,
Node_8,2026-05-21 08:45:33,26,66.43,0.061,-45.5,10.0,normal,-0.1607,False,
Node_6,2026-05-21 08:45:33,0,19.02,0.937,-60.9,399.4,node_failure,0.091,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:45:33,42,77.3,0.055,-56.1,7.0,normal,-0.1682,False,
Node_10,2026-05-21 08:45:33,30,79.76,0.03,-51.3,25.0,normal,-0.1737,False,
Node_3,2026-05-21 08:45:33,192,73.63,0.125,-68.4,23.0,suspicious_activity,0.0028,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:45:33,29,66.99,0.526,-78.2,73.0,communication_error,0.0058,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:45:33,43,61.61,0.023,-46.9,8.8,normal,-0.1507,False,
Node_4,2026-05-21 08:45:33,15,75.05,0.054,-56.2,12.4,normal,-0.1626,False,
Node_10,2026-05-21 08:45:53,30,79.65,0.039,-49.6,8.2,normal,-0.1762,False,
Node_9,2026-05-21 08:45:53,8,55.22,0.16,-73.8,225.0,packet_loss,0.0028,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:45:53,36,66.19,0.048,-55.5,19.6,normal,-0.2014,False,
Node_6,2026-05-21 08:45:53,39,54.41,0.018,-52.3,9.2,normal,-0.1647,False,
Node_5,2026-05-21 08:45:53,26,77.1,0.017,-62.6,7.4,normal,-0.1623,False,
Node_3,2026-05-21 08:45:53,41,73.45,0.038,-62.7,13.5,normal,-0.1786,False,
Node_2,2026-05-21 08:45:53,31,66.78,0.534,-71.5,76.9,communication_error,-0.0279,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:45:53,36,61.48,0.068,-53.1,23.1,normal,-0.1941,False,
Node_4,2026-05-21 08:45:53,45,74.98,0.058,-57.1,5.0,normal,-0.1475,False,
Node_8,2026-05-21 08:46:13,40,66.07,0.07,-50.2,8.9,normal,-0.1823,False,
Node_10,2026-05-21 08:46:13,35,79.46,0.013,-64.7,11.0,normal,-0.1504,False,
Node_9,2026-05-21 08:46:13,22,55.02,0.254,-57.6,144.3,packet_loss,-0.0583,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_6,2026-05-21 08:46:13,35,54.29,0.026,-49.9,6.7,normal,-0.1798,False,
Node_5,2026-05-21 08:46:13,19,6.14,0.061,-64.5,36.4,energy_drop,-0.0912,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:46:13,34,74.83,0.033,-64.6,12.7,normal,-0.1752,False,
Node_3,2026-05-21 08:46:13,18,73.38,0.03,-62.8,5.6,normal,-0.1593,False,
Node_2,2026-05-21 08:46:13,15,66.66,0.419,-53.9,55.0,communication_error,-0.0676,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:46:13,20,61.33,0.039,-60.7,13.1,normal,-0.1962,False,
Node_10,2026-05-21 08:46:33,18,79.29,0.06,-56.8,23.4,normal,-0.171,False,
Node_9,2026-05-21 08:46:33,23,54.82,0.165,-55.4,174.7,packet_loss,-0.0469,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:46:33,15,65.97,0.028,-51.2,6.0,normal,-0.1579,False,
Node_6,2026-05-21 08:46:33,30,54.14,0.068,-55.3,21.1,normal,-0.2048,False,
Node_5,2026-05-21 08:46:33,25,7.42,0.1,-58.0,49.4,energy_drop,-0.0657,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:46:33,36,74.74,0.035,-61.7,7.3,normal,-0.1813,False,
Node_3,2026-05-21 08:46:33,183,73.16,0.105,-64.3,28.4,suspicious_activity,-0.0257,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:46:33,31,66.6,0.047,-49.6,13.7,normal,-0.2014,False,
Node_1,2026-05-21 08:46:33,19,61.1,0.067,-52.9,23.9,normal,-0.1917,False,
Node_10,2026-05-21 08:46:53,17,79.11,0.025,-47.7,19.2,normal,-0.1548,False,
Node_9,2026-05-21 08:46:53,14,54.63,0.207,-60.1,238.2,packet_loss,-0.0183,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:46:53,42,65.92,0.023,-60.7,24.8,normal,-0.1659,False,
Node_6,2026-05-21 08:46:53,41,54.01,0.022,-58.6,7.0,normal,-0.1655,False,
Node_5,2026-05-21 08:46:53,24,5.37,0.046,-55.6,30.1,energy_drop,-0.0865,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:46:53,43,74.51,0.055,-61.8,23.3,normal,-0.1724,False,
Node_3,2026-05-21 08:46:53,331,72.93,0.071,-62.0,14.7,suspicious_activity,0.0029,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:46:53,31,66.37,0.065,-51.9,14.1,normal,-0.1996,False,
Node_1,2026-05-21 08:46:53,25,60.92,0.055,-61.4,15.0,normal,-0.2053,False,
Node_10,2026-05-21 08:47:13,30,78.92,0.024,-45.1,23.5,normal,-0.1172,False,
Node_9,2026-05-21 08:47:13,15,54.4,0.306,-73.6,207.0,packet_loss,-0.0156,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:47:13,42,65.72,0.068,-57.5,6.9,normal,-0.1759,False,
Node_6,2026-05-21 08:47:13,2,29.7,0.694,-74.8,464.0,node_failure,0.0694,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:47:13,28,76.48,0.077,-52.4,18.4,normal,-0.1827,False,
Node_4,2026-05-21 08:47:13,34,74.41,0.016,-52.8,16.6,normal,-0.1803,False,
Node_3,2026-05-21 08:47:13,15,72.84,0.022,-53.8,9.6,normal,-0.152,False,
Node_2,2026-05-21 08:47:13,26,66.27,0.058,-49.7,12.1,normal,-0.2013,False,
Node_1,2026-05-21 08:47:13,22,60.71,0.071,-61.9,18.1,normal,-0.205,False,
Node_9,2026-05-21 08:47:33,13,54.24,0.247,-64.4,149.9,packet_loss,-0.0564,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:47:33,43,65.64,0.019,-53.0,20.4,normal,-0.1698,False,
Node_6,2026-05-21 08:47:33,15,53.69,0.07,-51.6,16.2,normal,-0.179,False,
Node_5,2026-05-21 08:47:33,27,10.49,0.076,-76.0,37.9,energy_drop,-0.0343,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_10,2026-05-21 08:47:33,26,78.84,0.028,-58.9,12.9,normal,-0.1811,False,
Node_3,2026-05-21 08:47:33,247,72.66,0.134,-65.3,21.6,suspicious_activity,-0.0033,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:47:33,20,66.1,0.402,-66.1,54.5,communication_error,-0.0922,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:47:33,35,60.62,0.077,-64.3,22.5,normal,-0.1865,False,
Node_4,2026-05-21 08:47:33,33,74.32,0.079,-51.8,18.8,normal,-0.1859,False,
Node_10,2026-05-21 08:47:53,16,78.71,0.013,-64.1,20.1,normal,-0.1297,False,
Node_9,2026-05-21 08:47:53,22,54.01,0.285,-78.0,139.4,packet_loss,-0.0101,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:47:53,34,65.55,0.053,-64.1,24.7,normal,-0.1842,False,
Node_6,2026-05-21 08:47:53,0,37.25,0.936,-55.7,367.2,node_failure,0.0824,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:47:53,21,76.35,0.058,-61.2,16.8,normal,-0.188,False,
Node_4,2026-05-21 08:47:53,35,74.24,0.079,-58.4,5.3,normal,-0.1625,False,
Node_3,2026-05-21 08:47:53,302,72.56,0.136,-52.7,37.1,suspicious_activity,0.0324,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:47:53,23,66.01,0.406,-75.7,76.7,communication_error,-0.04,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:47:53,27,60.46,0.03,-64.5,19.4,normal,-0.1972,False,
Node_9,2026-05-21 08:48:13,18,53.89,0.232,-61.4,145.0,packet_loss,-0.0649,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:48:13,41,65.49,0.055,-58.5,22.3,normal,-0.1923,False,
Node_6,2026-05-21 08:48:13,3,12.91,0.626,-54.4,287.8,node_failure,0.0449,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:48:13,11,8.13,0.021,-51.4,30.8,energy_drop,-0.0514,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_10,2026-05-21 08:48:13,17,78.62,0.078,-59.2,11.4,normal,-0.1621,False,
Node_3,2026-05-21 08:48:13,17,72.32,0.08,-46.7,22.8,normal,-0.1425,False,
Node_2,2026-05-21 08:48:13,32,65.92,0.44,-52.4,37.8,communication_error,-0.0608,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:48:13,19,60.36,0.08,-54.5,14.2,normal,-0.1922,False,
Node_4,2026-05-21 08:48:13,29,74.08,0.079,-50.9,15.0,normal,-0.1862,False,
Node_9,2026-05-21 08:48:33,21,53.75,0.289,-64.5,190.0,packet_loss,-0.0537,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:48:33,20,65.36,0.025,-55.8,12.2,normal,-0.195,False,
Node_6,2026-05-21 08:48:33,15,53.23,0.019,-54.2,18.1,normal,-0.1622,False,
Node_5,2026-05-21 08:48:33,33,76.12,0.052,-52.1,8.5,normal,-0.1914,False,
Node_10,2026-05-21 08:48:33,32,78.38,0.015,-57.4,19.5,normal,-0.1683,False,
Node_3,2026-05-21 08:48:33,16,72.22,0.068,-61.1,14.9,normal,-0.1762,False,
Node_2,2026-05-21 08:48:33,27,65.85,0.052,-64.2,6.0,normal,-0.1768,False,
Node_1,2026-05-21 08:48:33,15,60.16,0.031,-48.6,20.9,normal,-0.1757,False,
Node_4,2026-05-21 08:48:33,19,74.0,0.031,-57.6,19.0,normal,-0.1878,False,
Node_10,2026-05-21 08:48:53,31,78.23,0.048,-54.5,10.1,normal,-0.1914,False,
Node_9,2026-05-21 08:48:53,31,53.51,0.045,-64.6,14.9,normal,-0.1847,False,
Node_8,2026-05-21 08:48:53,43,65.15,0.032,-51.3,20.4,normal,-0.1882,False,
Node_6,2026-05-21 08:48:53,24,53.04,0.06,-56.7,12.7,normal,-0.1987,False,
Node_5,2026-05-21 08:48:53,35,76.06,0.025,-58.4,19.8,normal,-0.1895,False,
Node_3,2026-05-21 08:48:53,325,72.02,0.081,-65.0,32.7,suspicious_activity,0.0257,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:48:53,31,65.69,0.056,-57.8,8.0,normal,-0.194,False,
Node_1,2026-05-21 08:48:53,18,60.0,0.072,-46.2,17.1,normal,-0.1607,False,
Node_4,2026-05-21 08:48:53,26,73.8,0.056,-62.3,14.5,normal,-0.1985,False,
Node_6,2026-05-21 08:49:13,21,52.82,0.059,-45.5,5.2,normal,-0.1412,False,
Node_9,2026-05-21 08:49:13,24,53.38,0.299,-55.9,154.9,packet_loss,-0.035,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:49:13,42,65.01,0.028,-50.4,13.0,normal,-0.1825,False,
Node_5,2026-05-21 08:49:13,27,8.29,0.088,-61.2,25.4,energy_drop,-0.0876,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_10,2026-05-21 08:49:13,37,78.17,0.019,-61.4,16.6,normal,-0.1702,False,
Node_3,2026-05-21 08:49:13,249,71.81,0.077,-53.6,10.5,suspicious_activity,-0.0116,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:49:13,14,65.63,0.42,-56.8,53.8,communication_error,-0.0755,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:49:13,40,59.75,0.052,-62.0,13.4,normal,-0.1929,False,
Node_4,2026-05-21 08:49:13,38,73.58,0.048,-60.4,6.6,normal,-0.1725,False,
Node_10,2026-05-21 08:49:33,38,78.03,0.067,-46.9,23.3,normal,-0.1585,False,
Node_9,2026-05-21 08:49:33,23,53.21,0.167,-62.5,199.2,packet_loss,-0.0419,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:49:33,28,64.93,0.01,-63.6,7.3,normal,-0.1624,False,
Node_6,2026-05-21 08:49:33,20,52.6,0.037,-49.3,17.5,normal,-0.1931,False,
Node_5,2026-05-21 08:49:33,45,75.88,0.079,-50.2,16.0,normal,-0.1651,False,
Node_4,2026-05-21 08:49:33,37,73.52,0.041,-46.8,23.0,normal,-0.1639,False,
Node_3,2026-05-21 08:49:33,24,71.58,0.036,-47.8,7.7,normal,-0.1826,False,
Node_2,2026-05-21 08:49:33,16,65.53,0.584,-77.9,34.9,communication_error,-0.0132,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:49:33,40,59.51,0.036,-47.4,10.4,normal,-0.1759,False,
Node_10,2026-05-21 08:49:53,41,77.91,0.069,-63.3,14.3,normal,-0.1636,False,
Node_9,2026-05-21 08:49:53,10,53.13,0.278,-63.1,221.9,packet_loss,-0.0362,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
